abuse,text_punct
0,If I agree to pay will you undergo a course of psychotherapy I would love to know why you hate Muslims so much
0,This is an outrageous decision and will cost you mine and others votes The public should be told the whole truth we have a right to know shameful
0,😭😂
0,Time to burn the Trojan horses
0,apparently cannot wait to travel on the Blue passport how sad you are in even thinking it is going to make a difference All it does is restore Britain’s standing as an inward looking small island with undoubted racist undertones littlebritain
0,That was also the sentiment in  and  Its only when the UK is faced with a severe threat does change occur In the ’s Cambridge amp Oxford both had active peace organisations Yet many if their number were among our bravest
0,RT It’s an insult to the victims and shows the government are more worried about keeping the vote than the welfare of citizens
0,So much for the independence of the UK
0,RT WE know about it we want to know who in government police are complicit in the cover up
0,RT And Brexit voters are supposed to be the Imperialist small minded racists Wow the media have got that completely the wrong way round
0,I’ve just signed a petition calling on to LiftTheBan on people seeking asylum being able to work Everyone should have the right to provide for themselves and their families Join me and StandUpForAsylum
0,RT Im fully behind drain the swamp  As far as supposed bullying the public only have the words of those civil servants  So they would obviously say this if they are getting their arses kicked for incompetency if thats the case  Any boss would do same thing 👇
0,RT We the majority voted for this government to change things for the better WE ARE WAITING amp WATCHING YOUR EVERY MOVE
0,TROLL
0,That must be some kind of record being in office for two weeks and the chaps whove been there for decades already feel bullied
0,Must be so bad they fear itll start massive unrest
0,Probably
0,How about the people claiming job seekers allowance theres plenty of them they should be forced to do this to receive any benefit
0,Good point but they say that Stalin was really good with kids
0,Exactly are they not aware of the damage to their credibility Haven’t there been enough cover ups
0,Haha 
0,Have I hit a nerve I guess you and I don’t actually know what it’s like to be on the  tax bracket 💋
0,Yup Following someone he hates TROLL
0,RT Pity you wasnt groomed
0,is a proper tory not some ridiculous wet like Heseltine or Grieves Would love her as PM in the future
0,RT Wtf what a weirdo thing to say
0,And where tf did I say I support them
0,Savid Javid launched the review in  It has been buried ever since and will likely never see the light of day because the facts are too evidential Sarah Champion and Nazir Azfal have both expressed frustration at the governments refusal to release it We know why
0,So you’re basically saying all Eu migration is a slave trade
0,RT We abolished slavery in the early s You appear to be wanting to revive it  Oh and cauliflowers grow on the surface so dont need digging out You cabbage
0,I dont think she is a WPC she has the three stripes so claiming to be a Sergeant It doesnt look as if she has many positive characteristics to fall back on She might have started with the screamer who didnt appear to have anything to do with the original incident
0,🤣🤣🤣🤣🤣
0,Great Can’t wait to be able to receive my slightly different colored passport That should sort my house out
0,RT Well he said he likes my gifs but not answered any questions😳🤔 Needs to step outside the GMP Group Think bubble where colleagues amp sycophants constantly reinforce each others warped amp perverse views on reality Its a bit like the fall of the Third Reich in denial to the end
0,RT Has Phil replied to these tweets Cant see them as he has me blocked
0,Joke
0,
0,RT The home office staff better straighten up any fly right there’s a new sheriff in town and she isn’t useless like May Well done the public support you
0,Ignore the trolls youre doing a brilliant job amp have our full support Dont just take my word for it 👇👇👇
0,Have you worked out where this country would be without all of the brilliant entrepreneurs who came here with nothing yet created ’s of jobs How does this policy foster the diversity of ethnicities that over the millennia have helped to make this such a unique country
0,
0,RT  likes and retweets for a tweet endorsing virtual slave labour The Lib Dems are a joke Absolutely an extremist party
0,Yeah its the tall gentleman on the right
0,that was yesterday and its true
0,How many
0,
0,NO COVER UP
0,So whats stopping you from blocking Katie You must be following her and that makes you a TROLL
0,
0,
0,RT Let Caroline be the first to volunteer she has bugger all else to do now
0,
0,
0,
0,Your choice  for 
0,In the house I share there are  perfectly fit people all claiming JSA amp housing benefit cut their benefits amp they will have to get a job
0,Didn’t know
0,Sorry Rodger
0,
0,I cant imagine what kind of sick person would feel it appropriate to post such a gif The report covers circumstances concerning the industrial scale rape of children I mean Jesus f Christ you think this is funny time You shame your badge
0,I hope you both give this person as much air time as you did with the women from question time
0,Bang on
0,How much do they sponge compared to the taxevading wealthy
0,Who cares what they dressed like  Guess we all know what you are thinking when you see a young girl 
0,Please follow us so we can DM you about some of the difficulties we are experiencing to be given consideration We contribute so much amp often have to give up work to raise children when services amp support are not there
0,I agree with you  I’ve not seen one bit of compassion I agree people should work if in good health I hate laziness  But have pity on people who are disabled or chronically sick through no fault of their own
0,This is not a gif
0,Help the victims of South African violence
0,What type of country is this
0,Good grief
0,RT Is this why is having a run in with Sedwills replacement  He is stopping this being published 
0,What
0,RT The gravy trainers at Whitehall dont like the fact that this government wont stand for laziness amp virtue signalling drivel Im  with Ive had many bosses kick my arse over the years and Ive never thought of myself as a victim of bullying
0,Which means they are covering up the true extent
0,WTF 
0,Nonce
0,I suggest move this troublemaking Civil Servant who has long forgotten what his job title means  to serve  to Min of Ag and Fish Quickly
0,RT shameful release the grooming gang review
0,Patronising person🤬
0,Nonce
0,Is that so Guess you missed John Worboys Harvey Weinstein Peter Chapman How about Arthur Hutchinson They made a flipping movie out of that And believe me it’s nothing to be proud of inconvenientfacts theracistintheroom assumedvictimhood
0,keep up the good work The more they complain about you means you are doing your job well get rid of them all and employ people who have your back The masses are behind you please don’t give into them
0,RT Well done Just wondering why this self important individual was given a title
0,Give it time lad
0,RT Three cheers for ImmigrationReform A PointsBasedSystem is not unfair or unusual Sorry we stopped you underpaying your low paid workers FBPE think about it Brexit GetItDone
0,
0,RT According to reports now we understand Patels civil servants didnt like being asked to deport foreign criminals or take police action against XR Go Priti  change your staff We support you They are undermining your agenda
0,Made in Europe
0,If is TakingFire from the woke MSM and extreme diehard remain brigade Then she must be doing something very good indeed  “Let’s Get BRexit Done”
0,I’ve just signed a petition calling on to LiftTheBan on people seeking asylum being able to work Everyone should have the right to provide for themselves and their families Join me and StandUpForAsylum
0,Must be somebody who likes the bankrupt EU
0,Justice is justice If one club understands the need for justice its ours Thats my point if that offends then explain to me why please
0,I was always taught Civil Servants were there to advise and where possible to carry out the Governments wishes not obstruct We witnessed the the  years after the Brexit vote the reluctance of the Civil Service to carry out the wishes of the people
0, its only the truth 😊 ❤️
0,I gave up reading Matthew Parris years ago
0,Yay
0,I write such comments precisely because I do care about other people Clearly by actions and words shows she doesnt That is was isnt pretty
0,This sounds like modern day slavery 
0,Let them keep spitting their dummies out Priti Patel 👍👍👍
0,Whats ridiculous Will is your backwardslooking luddite attitude trying to drag the party back to the past Whats a really bad look is abusing others on Twitter and name calling when theres a discussion on policy How old are you and have you forgotten your manners
0,Isn’t he that racist one in the pic
0,This has to be challenged through the courts they are quick enough to use them when theres a change in policy they dont like
0,smirking like the inane idiot she is about a British passport made in Poland by a Dutch  French company whilst their UK rival for the contract lays off British jobs there’s your brexit in a nutshell right there morons
0,Croatia Blue
0,What is the point of The House of Lords This is ridiculous 
0,RT Well done Priti
0,well worth killing our industry and shafting the country but hey a blue passport The irony is that most leavers never venture abroad
0,Love it Liza 😊👋👋👋👋
0,Both look beautiful X
0,This one backfired on you I think
0,BLUE 
0,RT Retweet for SupportPritiPatel
0,dont be put off by the MSM baying mob who seem fearful of something actually getting done around here The silent majority are right behind you so keep going
0,Do you know Lance I think I trust Matthew as a former Tory MP and vastly experienced journalist over a fish salesman Lets not forget were talking about a Home Secretary who thinks counter terrorism offenses are a thing
0,RT So you advocate using people from the continent to do your dirty work
0,RT Why the cover up It will only lead to a backlash Name and shame
0,RT Omg this sounds horrific why is this being allowed to happen on UK streets A woman has been removed from her home by Police for arguing with the Lord Mayor of Liverpool in traffic Given no access to legal rep
0,Why is this being kept quiet we all know what goes on so why not name and shame Whats being hidden
0,Hmmmm Fair enough So how exactly is ‘sounds a bit racist’ different to ‘is racist’ you jump into a thread you’ve not been following and make snap judgements and I was justifiably annoyed Yes you have a safe weekend too 👍🍺
0,RT Thats exactly how it is we just need to keep fighting for the truth and justice
0,They are going to get a huge backlash on this cover up Better to publish with a solution to stopping the attacks on our young children Which strikes at the heart of our society and the way We live in this country
0,I think shes doing a great job The Home Office was long overdue a major shakeup Senior Civil Servants hate it when Ministers exercise real control amp honour manifesto pledges
0,RT I dont think it is appropriate to use underpaid foreign slave labour for that Attract British people with good wages in stead
0,Completely agree It’s hard to imagine him as a Tory as all he does is moan about them
0,RT Hasnt it cost about £ million to date And now you are asking officers on the street to sort it That sounds like one helluva disaster eh Phil What say you
0,RT WHAT
0,Someone caring for the elderlyvulnerable is on the same wage as someone flipping burgers that is wrong
0,We demand its release  Grooming gang review kept secret as Home Office claims releasing findings ‘not in public interest’  The Independent
0,don’t let this mud stick to the conservative government Release the full report ⁩ Grooming gang review kept secret as Home Office claims releasing findings ‘not in public interest’  The Independent
0,RT Top civil servants call for complaints system to combat bullying ministers after Priti Patel row Get rid of all these useless Civil Servants who wont do their jobs We support you PhilipRutnamOut
0,Get all of them sorted out girl
0, million currently unemployed Plenty of jobs out there for them the benefits system was never designed to support the unemployed for a sustained period of time they are a drain on the countries resources Get them working
0,RT
0,RT Absolutelyanyone complicit in this cover up has to be held to account
0,HostileEnvironment CummingsPoodles ToryBrexitLies
0,RT It must be made public and the full weight of the law brought against the perpetrators and those in authority who failed them😡😡😡😡😡😡
0,This will be the civil service unions making trouble for conservatives just like teaching unions the BMA and the Royal college of Nursing Good luck Priti
0,What would that be
0,RT This does not reflect the views of the public We want this to stop now
0,What Christian faith has done for civilisation is a matter of debate In the case of Ms Farrow her Christian faith appears to translate to spending her waking hours denigrating LGBT people
0,What
0,RT What they mean is they dont want us to know just how big the problem is how deep it goes and who in Government are involved in protecting them
0,needs to get out moreit looks black to me
0,
0,Well I imagine that to be very accurate
0,The Day for Yesterday’s man His envy amp bitterness towards the PM amp the Tories simply because his view of the World was rejected is pitiful amp using his media platform to demonstrate it weekly is just sad It’s not like he was particularly good as a politician
0,RT It is a hard job rewarding at times but they deserve a much better wage and more feet on the ground as well
0,I voted leave   of my reasons was a lack of democracy within the EU what a paradox  Do we really need this unelected house 
0,Yes We voted and team to do just what they are doing More to come 👍
0,I urge you to talk to those who have worked in this sector for many years to fully understand the devastating impact this will have on the hospitality industry and small independent businesses
0,RT The people need to know do the right thing amp amp
0,Under EU Procurement rules
0,RT Let the treachery begin
0,RT Theyre raping our kids and its not in our interests
0,shameful release the grooming gang review
0,RT Thats the problem here isnt it shes asking wholl do the low paid work but the question should be why arent these jobs paying enough to attract people to them The care sector is worth £billions they can afford to pay staff more and should do
0,Made by a Dutch company in Poland 😂😂😂😂
0,RT I think judging by Priti Patels new measures for immigrants It might be something in the pipeline We don’t ever as a society to become complacent and accept its part and parcel of life in large cities Like a certain mayor does
0,But yet over  million apply to stay but femi wants to mention a  that were accidentally told to leave The positivities huh
0,RT Translation Its so bad that if the public finds out the extent of this pedo gang abuse there will be civil war
0,
0,RT And of those not working only a very small fraction would be available for work
0,But the good thing is we still got the better design and the British passport no longer has EU on it Thats the symbolism rather than the specifics of where it got made anyway
0,RT Its not government its civil service withholding information from and she is having battles with to bring him in line as he is being totally obstructive
0,Why do you bother reading the rag that the Times has become Its move to the left has been noticeable in the last few years
0,The public always pay for everything its our money
0,RT Theres always been crime but this is now on a level never seen before I often wonder if Theresa May got shut of all the police deliberately to allow crime to explode the way it has Fewer police  mass immigration is a recipe for disaster as has been proven
0,Carers are certainly paid skivvie wages
0,RT These civil servants have been a law unto themselves Its great to see the Home Secretary shake things up and clear out the dead wood Long may it continue  Well done
0,You don’t care about Muslims You’re just as racist as the horrible man who committed this act
0,What I want to know is WHY theyre blocking Why do they want terrorists walking freely
0,RT YOU should be ashamed trying to trash the most precious and successful peace project ever undertaken
0,No They would have a choice defend or deport
0,RT Astonishing exposé of Priti Patel This should not have to be said but if you dont respect the rule of law you are unfit to run the Home Office
0,Nothing of the sort
0,Sick🤮
0,RT And if they didnt its still in their interest
0,Here here salute to heroes gone but not forgotten
0,RT If the public paid for this review through their taxes it’s in their interest
0,I suspect when the first supermarket finds it uneconomical to import goods at that price or simply it becomes unavailable Followed by the inflationunemployment increases
0,I’ve just signed a petition calling on to LiftTheBan on people seeking asylum being able to work Everyone should have the right to provide for themselves and their families Join me and StandUpForAsylum
0,RT A Lib Dem and Remain Campaigner casually declaring that Britain should continue to exploit foreign workers to do the jobs that she and her ilk would not do themselves
0,Top civil servants call for complaints system to combat bullying ministers after Priti Patel row Get rid of all these useless Civil Servants who wont do their jobs We support you PhilipRutnamOut
0,truethe first queues at Dover once the Gov starts trading on WTO terms might be the thing
0,British people didnt vote conservative for this sort of thing to continue to happen to continue hiding what is happening in our country this is a national disgrace and it needs a national debate We expect more from the conservative party we expect more from you
0,RT
0,Abuse of power
0,nice  but pity they are not truely british as they were not made in the uk
0,This is becoming a rather tedious exercise the Lords have no purpose anymore other than to frustrate the commons and the voting public
0,RT HumanRightsViolations StandUpHumanRights WeFight PLEASE READ COMMENT LIKE amp RETWEET
0,That’s because there all 🤫🤐
0,can we recycle HER
0,RT HumanRightsViolations StandUpHumanRights WeFight GreatAwakening PLEASE READ COMMENT LIKE amp RETWEET
0,She’s the Home Secretary Are you seriously saying she shouldn’t be criticised Instead of your bizarre irrelevant personal attack on her critics try citing evidence and arguments to justify her immigration policy It could take you some time  I won’t hold my breath
0,Scared to share the truth  show us
0,Surely this has to be challenged in the courts
0,RT Believe me we aren’t anyone’s enemy We’re legal immigrant women who just want to have normal life like anyone else But we’re persecuted bc of my dad’s writing about UK involvement in war in Bosnia My parents r divorced we live in UK amp don’t have anything do w his writing
0,Because then we will be slightly less poor and they will be slightly less rich And that will never happen
0,Overpaid  and overulling the elected mps Its time to sort these civil servants now It would be interesting to see how much they are paid and get shot of them It will save the taxpayers a fortune
0,RT Because theyre scared of the shit storm itd create and the backlash from any self respecting member of the public
0,Newspapers media politicians are not the heroes of society  so says BigData  graph attached
0,Then theyre fools A bit of disruption vs our species and environment being fed Which would you prefer
0,He will be on DCs long list for the golden boot
0,Its not government its civil service withholding information from and she is having battles with to bring him in line as he is being totally obstructive
0,For a eu citizen is £ to get British citizenship Not £ I know because I am a eu citizen
0,Surely this has to be the straw that breaks the back you need to get rid of these gravy train troughers they are no good for the country amp will hold us back replace them by  seat elected senate
0,The Days Of Hiding Shit Is Over Attempting To Hide the RapeGangsReport Will Be The BIGGEST Mistake EVER
0,RT Boss tells staff that there is a policy change and to get arses in gear Staff cant play the Race card as boss is not white Cant walk as will affect their gold plated pensions Cant take any more time off as played the Stress card for all its worth Ha BULLYING
0,I cant stand them I was one two bloody faced lots I could say but I gagged by fact you sign a form you wont talk about it when you start and leave I signed when I started when I left told them were to shove it were the sun does not shine
0,RT HumanRightsViolations StandUpHumanRights WeFight GreatAwakening PLEASE READ COMMENT LIKE amp RETWEET
0,Offer them all Early Retirement
0,RT RT is my only tool to help stay strong Im still lost for words
0,Might be the case if you agree with her
0,RT
0,Good for her Crank up the pressure and protect our great country
0,the decision got taken in  so it always takes a couple of years anyway I can see why the Gov would want to get the new passport ready for shortly after wed left rather than delaying everything till years later But this all did happen under May and Hammond and RuddJavid
0,RT Scandalous We want answers
0,Time to change your bio We’ve left
0,Absolute state of the EU Your two largest economies are failing Should keep your mouth shut and worry about staying above water
0,The legal realities of the situation a topic neglected pre referendum
0,Some of these civil servants Should be out tolets face it they are the real ones running this country whoever gets in  they are the ones who dont like change So lets change them 👍
0,The Stupid BluePassport just lost unfettered access to  countries BrexitReality
0,RT So Wales what have we learnt this week Well weve learnt from you have to speak English to live in the UK and weve learnt from that Welsh is pointless Sounds like theyre cultivating some kind of cultural genocide to me Helluva thing eh
0,“Here migrant migrant migrant Got some shit jobs that need doing that you’d be perfect for”
0,So now on reflection how do you think this tweet worked out for you Let us know
0,I didnt vote Conservative in December for more of the same shit
0,So Immigrants are only good for slavery Really Wow
0,Theres always been crime but this is now on a level never seen before I often wonder if Theresa May got shut of all the police deliberately to allow crime to explode the way it has Fewer police  mass immigration is a recipe for disaster as has been proven
0,RT Get em sorted the country is with you that’s why we gave you the mandate to govern 🇬🇧
0,Keep up the good work
0,At this point I think the lies are so flagrant and still being bought into I am not sure there is a limit of what will be believed until the damage starts happening
0,RT Haha that’s what you call being owned 👏🏻👏🏻
0,Thank you 👍
0,This is one of the most racist posts I have ever seen Effectively you are saying that Europeans exist in life to do dirty menial tasks serving Brits which Brits consider to be too lowly to do themselves
0,RT I know one of the greatest Civil Servants old school and from Durham just like Cummins She has been totally disgusted by CS for years U are not allowed an opinion you do as the people say Yr opinion is irrelevant They failed us under Blair so am delighted they are booted out
0,Great stuff Priti Just what we voted for Dump those civil servants who are trying to water it down They obstructed our leaving the EU at every turn dont let them have their way with this Youre a star 👍🌟
0,RT The eternal smirk of on display yet again Show us a closeup of the downgraded BluePassport Priti
0,the voter is aware of the minimum standards required by International travel including the EU standard passport for which burgundy is recommended but not compulsory
0,Well done Stay focused and ignore the doubters
0,agreed however at one point people must realise they were lied tooI am surprised people are not making more of the admission that there will be friction at the border
0,I support her
0,Well you now that you don’t have a job
0,RT Good job But you also have to consider Numbers  Its not just who they are and where they come from that is the problem it is also NUMBERS
0,RT I fail to see how a Minister of State can be accused of bullying when she is simply insisting on implementing the manifesto promises upon which she was elected
0,They don’t like achievers It shows up people like them
0,You probably did your job
0,Too many government official implicated I suppose
0,It really is time to ditch the medieval HOL and replace it with a democratically elected second chamber
0,The government decided not to award the contract to De La Rue and keep jobs in the UK All about cost nothing to do with EU
0,Why the cover up It will only lead to a backlash Name and shame
0,Their reasoning seems pretty clear from the article but I think it’s a mistake I will ask her next time we get her on
0,
0,RT Smug face cant stop lying and peddling more Tory BS UK could have picked any color for its passport while in the EU There is no requirements Coratias is dark blue👇
0,The one who is at odds with  He has to go wesupportPriti
0,Her advisors are doing the job spads dont be fooled
0,So another journo who glorified in destroying character has now crawled out of the woodwork to attack BorisJohnsons LYING amp SCAMMING Its a shame none of them had the balls to do so before the election DavidDimbleby
0,If the report is accurate they just spat in the face of every victim of what is industrial scale rape
0,RT I support
0,RT Using the  brick method
0,horror at visit to Israel puts me in mind of Brigadier JL Chrystals caricature of the typical Army Bureau of Current Affairs talk in  ‘The Future of the Empire’ with ‘some Yid gunner yapping about Freedom for India’
0,I’d give money to hear say that
0,Yes great news soNowUknow Retired people could be encouraged to do community work such as caring for the very old or face losing some of their pension a peer has suggested
0,I turn the page now He writes irrelevant drivel and shows very poor judgement Not worth my time
0,so why didnt they wait until next year and make them at a higher cost in the UK 
0,Of course it keeps the Union together I didnt deny that But it would have been used to keep the whole of the inside the Customs Union too
0,RT Who’ll fill the coronation chicken sandwiches Carol is this a hangover from your gravy train MEP days 🤣🤣🤣🤣🤣
0,Because they only care about the domestic politics knowing that the international failings can have blame shifted That concept is already proven
0,RT Keep going Priti  We support you Get rid of inefficient Civil Service ‘mandarins’ Like Philip Rutnam PhilipRutnamOut BackPritiPatel
0,Is this why is having a run in with Sedwills replacement  He is stopping this being published 
0,Who are the government defending then Certainly not the victims
0,RT It also baffles me why he continues to be given a platform for his drivel in the
0,I think judging by Priti Patels new measures for immigrants It might be something in the pipeline We don’t ever as a society to become complacent and accept its part and parcel of life in large cities Like a certain mayor does
0,RT I wonder if knows seasonal workers wont be allowed in UK under her new rules  of field workers on UK farms are British Guess where the rest came from each summer If farms lose this vital seasonal workforce we will have no food and  reliant on EU imports
0,The also talked about frictionless tradeuntil they won the election but quick thought experimentwhat is the point of taking back control of money laws borders if you have no intention of enforcing the border
0,Her Majestys loyal opposition the Civil Service
0,RT Could you get on the radio amp ask why this report is being kept away from the public Who is behind the cover ups why are they letting down the victims amp future victims
0,Next week hell be saying shes far right and would love to call her a racist but knows because she isnt white that particular slur carries no weight
0,anyone The public has a right to know
0,Yes I think you are right
0,Shame on you
0,When reapplies can you do the same please
0,Because police log non crime hate as a hate crime Thats why hate crime is on the rise
0,The Civil Service are too bureaucratic and old school They need their wings clipped Our Secretary of State for Home Department is the right person to deal with it
0,The attacks on is entirely based amp largely due to her colour politically The odious trolls are intent on her resignationsacking but the vast majority of voters fully support her policies Stand fast Priti is doing a sterling job
0,RT Why direct at Barnier and Verhofstadt
0,Didnt spot that good point Its a bit like vandalising places in Europe with Bollox to Brexit stickers or driving a bus around Europe with it plastered down the side when it isnt them who are leaving is it 🤷‍♂️🙄🤦‍♂️
0,That is exactly the reason I cancelled by subscription last year
0,Phooooarrr 💙
0,RT Well done Keep draining the swamp
0,Parris was one of the reasons I cancelled my Times subscription been reading the paper for over  years
0,RT PublishTheRapeGangReport It is NOT for the Home Office to decide I am a member of the public And I DEMAND you publish this report
0,Many people may not realize that the mechanics of the state that implements it is the monopoly of terrorism
0,thoughts
0,Curse the overpaid doddery old duffers what the hell is wrong with them Overrule them Boris this MUST be passed to protect OUR country
0,Your tweet belies your lack of knowledge You only are allowed “welfare” if you are a British citizen Most people on visas have no recourse to public funds The idea that migrants come here and get benefits is false Obviously this does not apply to EU citizens
0,Made in Poland
0,she sounds like my ex line manager I had a breakdown and ran away from life for  months in hiding should not be allowed she should be sacked for gross misconduct if the story is true such a shame
0,RT Couldnt agree more its our left wing pc  pro EU media First they were out to get Boris then it was Cummings now they are trying to smear  Stand firm Home Secretary those civil servants need a shake up
0,So the truth in fact is probably that didnt succumb to HIS attempts at bullying her therefore he chucked his toys amp cried victimhood The got to behaviour of all Lefties who cant get their own way
0,RT We EU citizens are also waiting on the report on the EU Settlement Scheme which is refusing to release  weeks after receiving it How much watering down is that report subjected to What does the have to hide
0,Never read his articles for exactly that reason
0,And yet Boris and co are already hinting they won’t enforce this part of the legal agreement they signed
0,Perhaps your friends son or daughter who may consider these jobs as an alternative to their useless degree in media studies
0,Thats simple close the House of Lords Fuckem
0,
0,RT Given the record of the Home Office seems to have assessed things pretty accurately These are the people in post throughout all elements of Windrush who should have seen amp advised of the gaps This is the department that presided over the rise of grooming gangs
0,They probably think she is uppity
0,Me too I support 💯 
0,the border is already imposed in the middle of the Irish sea
0,The Croatians already have Blue Passportsinside the EU this is all rather pathetic and selfdemeaning don’t you think
0,What puzzles me is that if burgundy passports were such an issue even though we didnt have to have them why AFAIK nobody mentioned it before the referendum
0,What I saw working in civil service was more people looking at computers looking up hotter shoes online and restaurants and cutting out crosswords to photocopy to send to other departments to do I hated working there and the back stabbing bastards
0,
0,Well done Keep draining the swamp
0,Could you get on the radio amp ask why this report is being kept away from the public Who is behind the cover ups why are they letting down the victims amp future victims
0,She’s got my support
0,RT NHS starting salaries Nurse £k Paramedic k Midwife £k Radiographer £k Care assistant £k Physiotherapist £k Occupational therapist £k How dare this gov insult my amazing NHS colleagues They are NOT unskilled
0,It’s the rhetoric of the leavers since before she won the leadership
0,How environmentally friendly is it Can it be  recycled
0,The punishments they face are a joke deport the ones that shouldnt even be here amp give longer sentences to the ones we cant deport to be served in real prisons amp not something that resembles home from home
0,He split the UK to avoid the political pain
0,RT Sub put a couple of pre Burgundy passports and they’re nothing like this new colour And if or any other who was upset at the burgundy colour then they have themselves to blame The EU never prescribed a colour for a passport cover Brexit CorruptToTheCore
0,We salute get the job done No matter how That’s what I voted for If your team don’t like it Leave
0,No it’s not It’s one of the few possible solutions that kept the union together
0,Over opinionated and he is ill informed as always
0,Cheap labor in any form is and always shall be a sin
0,I am curious if you follow logically with your backward posts Training is always profitable in your case it is rather a freak of nature
0,Exactly
0,RT I’d stick to the countryside and sunny days Angie if I were you I’m sure if you alleged you’d been bullied we’d be happy to ignore your claims too
0,Inherently dislikes civil servants Thinks they are risk averse  demanding ruthless  Im liking her more and more Civil servants in question are senior people on fat salaries If they find the work too demanding they can always try their luck in the private sector
0,Like opening the box of a new pair of trainers only to find one shoe 
0,Why direct at Barnier and Verhofstadt
0,Wow seems like you view migrants from the EU as slaves doing the jobs that us British folk are above What a shocking way to view migrants
0,Interesting from a man who grew up in Rhodesia and thinks democracy is over rated
0,Using the  brick method
0,Backed up by the most technologically advanced friendly data readers ever
0,I could see it coming as soon as the backstop came up and everything May did confirmed it
0,More woke news All bollocks and mad up She is an excellent Home Secretary doing an excellent job All those suffering with wokeness should stop making stuff it serves only to make your wokeillness worse homesecurity waronwoke
0,Just the establishment getting upset because a woman is telling them what to do Confuses them when its not nanny matron or miss whiplash
0,RT Ask your lazy friend to ask themselves
0,RT “Supporters of the Home Secretary denied claims overnight that she had bullied and belittled staff creating an “atmosphere of fear” “Demanding and hardworking yes Bullying No If the department she is running is briefing out stories like this that is an issue”
0, If the report identifies failings of individuals or institutions which may if known result in prosecutions so be it It can not be right to protect those whom through neglect or dereliction of duty abandoned these vulnerable children to known rape gangs
0, Failure to publish the report may result in more victims of rape Surely all parents have a right to understand the threats to their children in order to best protect them And our society needs to know in order to tackle the underling causes
0, Come on Priti publish the review as promised by The idea that the findings are ‘not in the public interest’ is asinine The victims their parents careers etc amp society in general need to have the best info on these gangs in order to combat them
0,I think its the other way round they are the bullies
0,RT We can only imagine your complete humiliation at this pathetic attempt at ‘sovrinty’  the blue passports nothing like the original are being made in Poland under EU regs What a complete and utter farce youcouldntmakeitup
0,RT Civil servants are still remain and are trying to sabotage from within try’s his best to sort this also Sack them  links jobs together pay more to a person happy to work and deliver
0,Make sure you back and suport  She needs to DrainTheDeepSwamp of its 💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩
0,RT Government Hiding abuse yet again
0,RT This is an attack on all unpaid care workers It’s an absolute affront to the dignity of this great people is a crook who was caught doing duffy deals with Israel what do you expect
0,Because Christians are given refuge nowhere Our civilisation owes so much to the Christian faith where else are they going to go
0,This aspect of Remainer Racism always makes me laugh You really really cant see how xenophobic your comment is
0,Home Office fighting back methinks Send in the investigators and expose those responsible for the Windrush scandal and we might find they are shouting the loudest  ah but Patel already knows who they are
0,No child rapistabusermurderer should ever be let out it should be life no parole same for terrorists who have committed violent offences How come this little lot of UK elites are not being investigated
0,Literally true
0,RT Man Endless attacks Imagine if she was Labour It would be racism for sure Anyway as far as the public are concerned the Home Office has needed its own Harrowing of Hell for far too long as they no longer serve those who fund it You go We love you
0,British Passport Is this a joke Will their identity politics not even stop at official traveling documents No country on earth uses a nationality adjective before the word „passport“ – it‘s a bit ridiculous
0,RT Keep going your doing a fine job should be proud of you the country is
0,RT Dear economically inactive quoting  Britons it is time to roll up your sleeves You soon have the chance to make your contribution to the British economy washing up pots in restaurants
0,👇
0,The political pain is gone Its no longer a Westminster issue Dont you see the brilliance of what he has done Westminster politically cant break the GFA and impose a hard border legally they can under VCLT but the Northern Ireland people can via self determination
0,What they mean is they dont want us to know just how big the problem is how deep it goes and who in Government are involved in protecting them
0,RT has my support amp I sincerely hope strongly behind her If certain Civil Service staff are not up to their job to follow directions from Ministers responsible they should be retired or demoted
0,RT Fabulous Thank you
0,I agree
0,Imbasillic demeaning post
0,You are looking for work arent you  JustSaying
0,Trembling what a lot of tosh are we talking about adults of kids I would not be trembling I would tell her on no uncertain term were to bloody go job or no job in fact when I was a civil servant I did just that I said give me early retirement
0,These ones have zero skills
0,RT Yes we support you
0,Literally not true that’s the rhetoric that Boris and the hardliners painted it with to take power
0,The British public demand you do something about this as were sick to the back teeth of whats going on Start locking them up and deport the ones you can as well would be a start
0,The mans demented Best to ignore
0,👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍
0,RT Just maybe is right
0,There’s plenty of lazy British kids who can do all of those jobs Remove their benefits and you may find that they are no longer lazy when they need money for food
0,Come on and we demand full disclosure and transparency Time to finish the job of draining the swamp and bring those complicit in this to book
0,Sack him then people like this need to remember who they work for
0,You hypocrite you know full well she was badly advised and stitched up by her so called aides WHY because she supposedly broke a protocol invented by the mandarins she upset the snobs hope she gets her revenge and sorts out the senior levels in Home office Sack the lot
0,The backstop was May and her coterie of remainers using NI to set in motion a series of events that would lead inexorably to the whole of the UK permanently inside the Customs Union
0,Rishi Sunak seems to have been picked on too I wonder what their agenda is 🤔
0,Why
0,I am a carer too called Wants me to go fruit picking Told her I was too busy helping save the state £ billion per year
0,Look again at those XR fanatics stabbing at the Trinity lawn How long before these cultists are stabbing at so called climate deniers Will the police still be standingby You need to intervene sack the ineffectual Chief Con and reimpose the law
